,filename,width,height,class,xmin,ymin,xmax,ymax
39,img000050.jpg,1920,1200,1,910,526,1126,743
40,img000051.jpg,1920,1200,1,783,504,1101,700
41,img000052.jpg,1920,1200,1,688,357,1164,946
42,img000053.jpg,1920,1200,1,715,236,1224,684
43,img000054.jpg,1920,1200,1,881,541,1110,803
44,img000055.jpg,1920,1200,1,896,363,1090,668
45,img000056.jpg,1920,1200,1,814,422,1156,566
46,img000057.jpg,1920,1200,1,877,785,1143,958
47,img000058.jpg,1920,1200,1,784,391,964,722
48,img000059.jpg,1920,1200,1,887,457,997,562
49,img000060.jpg,1920,1200,1,740,62,1062,907
50,img000061.jpg,1920,1200,1,934,548,1177,822
51,img000062.jpg,1920,1200,1,866,-117,1254,911
52,img000063.jpg,1920,1200,1,578,46,1433,1116
53,img000064.jpg,1920,1200,1,796,499,1279,952
54,img000065.jpg,1920,1200,1,845,309,1244,598
55,img000066.jpg,1920,1200,1,861,595,1067,854
56,img000067.jpg,1920,1200,1,623,393,1070,545
57,img000068.jpg,1920,1200,1,691,216,1442,786
58,img000070.jpg,1920,1200,1,738,341,1120,936
59,img000072.jpg,1920,1200,1,901,528,1101,704
60,img000073.jpg,1920,1200,1,820,503,1258,839
61,img000075.jpg,1920,1200,1,621,127,1061,657
62,img000076.jpg,1920,1200,1,886,-95,1296,895
63,img000078.jpg,1920,1200,1,822,492,1156,840
64,img000079.jpg,1920,1200,1,955,429,1053,509
65,img000080.jpg,1920,1200,1,709,658,1074,793
66,img000082.jpg,1920,1200,1,760,426,1084,771
67,img000083.jpg,1920,1200,1,765,434,1226,890
68,img000084.jpg,1920,1200,1,971,324,1081,519
69,img000085.jpg,1920,1200,1,764,204,1530,958
70,img000087.jpg,1920,1200,1,826,495,1322,1035
71,img000089.jpg,1920,1200,1,713,501,1243,962
72,img000090.jpg,1920,1200,1,612,408,1046,891
73,img000091.jpg,1920,1200,1,881,566,1256,921
74,img000093.jpg,1920,1200,1,615,446,1233,1076
75,img000094.jpg,1920,1200,1,935,308,1390,1030
76,img000095.jpg,1920,1200,1,859,334,969,494
77,img000096.jpg,1920,1200,1,805,464,1063,891
78,img000098.jpg,1920,1200,1,923,715,1156,907
79,img000099.jpg,1920,1200,1,698,72,1397,973
80,img000100.jpg,1920,1200,1,650,488,1291,864
81,img000101.jpg,1920,1200,1,630,399,1265,814
82,img000102.jpg,1920,1200,1,906,366,1085,646
83,img000104.jpg,1920,1200,1,385,238,1353,938
84,img000106.jpg,1920,1200,1,855,454,1080,733
85,img000107.jpg,1920,1200,1,682,108,1031,602
86,img000109.jpg,1920,1200,1,522,319,1307,1153
87,img000111.jpg,1920,1200,1,888,664,1111,789
88,img000112.jpg,1920,1200,1,828,466,1012,637
89,img000114.jpg,1920,1200,1,1024,630,1172,853
90,img000115.jpg,1920,1200,1,737,394,1154,603
91,img000116.jpg,1920,1200,1,910,359,1157,581
92,img000117.jpg,1920,1200,1,717,334,956,742
93,img000119.jpg,1920,1200,1,755,545,974,767
94,img000120.jpg,1920,1200,1,770,232,1455,941
95,img000121.jpg,1920,1200,1,675,413,1275,852
96,img000122.jpg,1920,1200,1,869,596,1048,711
97,img000123.jpg,1920,1200,1,872,652,1072,751
98,img000124.jpg,1920,1200,1,675,351,1080,529
99,img000126.jpg,1920,1200,1,997,409,1177,752
100,img000127.jpg,1920,1200,1,653,243,1212,805
101,img000129.jpg,1920,1200,1,926,463,1121,850
102,img000130.jpg,1920,1200,1,678,44,1316,788
103,img000131.jpg,1920,1200,1,847,486,938,665
104,img000133.jpg,1920,1200,1,946,558,1118,730
105,img000134.jpg,1920,1200,1,648,546,1124,786
106,img000136.jpg,1920,1200,1,751,252,1216,705
107,img000138.jpg,1920,1200,1,897,649,1044,759
108,img000140.jpg,1920,1200,1,870,439,1430,1103
109,img000141.jpg,1920,1200,1,705,223,1092,584
110,img000142.jpg,1920,1200,1,913,554,1064,759
111,img000143.jpg,1920,1200,1,647,170,1348,929
112,img000144.jpg,1920,1200,1,742,380,1027,671
113,img000145.jpg,1920,1200,1,762,638,1024,895
114,img000146.jpg,1920,1200,1,837,528,1054,759
115,img000147.jpg,1920,1200,1,870,622,1006,684
116,img000148.jpg,1920,1200,1,899,524,1062,802
117,img000149.jpg,1920,1200,1,775,300,1133,746
118,img000150.jpg,1920,1200,1,814,361,1016,736
119,img000151.jpg,1920,1200,1,587,240,1309,1215
120,img000153.jpg,1920,1200,1,696,56,1200,723
121,img000154.jpg,1920,1200,1,784,545,1018,922
122,img000155.jpg,1920,1200,1,514,95,1061,809
123,img000156.jpg,1920,1200,1,640,625,864,853
124,img000157.jpg,1920,1200,1,796,539,1197,903
125,img000158.jpg,1920,1200,1,368,175,1515,989
126,img000161.jpg,1920,1200,1,859,573,1053,675
127,img000162.jpg,1920,1200,1,905,552,1145,779
128,img000163.jpg,1920,1200,1,901,512,1181,684
129,img000165.jpg,1920,1200,1,767,204,1106,811
130,img000166.jpg,1920,1200,1,804,410,983,737
131,img000167.jpg,1920,1200,1,226,280,1298,1196
132,img000168.jpg,1920,1200,1,734,342,980,620
133,img000169.jpg,1920,1200,1,547,263,1257,1026
134,img000170.jpg,1920,1200,1,668,192,1337,1166
135,img000171.jpg,1920,1200,1,828,629,1122,843
136,img000173.jpg,1920,1200,1,845,599,1214,806
137,img000174.jpg,1920,1200,1,638,606,1235,888
138,img000175.jpg,1920,1200,1,627,81,1091,518
139,img000176.jpg,1920,1200,1,857,310,1281,734
140,img000177.jpg,1920,1200,1,506,157,1313,893
141,img000178.jpg,1920,1200,1,845,435,1081,897
142,img000179.jpg,1920,1200,1,785,606,1258,821
143,img000180.jpg,1920,1200,1,844,554,1052,779
144,img000181.jpg,1920,1200,1,943,644,1274,941
145,img000182.jpg,1920,1200,1,844,470,1068,737
146,img000183.jpg,1920,1200,1,897,397,1305,566
147,img000184.jpg,1920,1200,1,831,449,1062,692
148,img000185.jpg,1920,1200,1,885,517,1051,811
149,img000187.jpg,1920,1200,1,905,468,1099,644
150,img000188.jpg,1920,1200,1,820,190,1235,690
151,img000189.jpg,1920,1200,1,747,650,981,829
152,img000191.jpg,1920,1200,1,816,367,1231,1141
153,img000192.jpg,1920,1200,1,747,348,1165,816
154,img000193.jpg,1920,1200,1,595,146,1620,802
155,img000194.jpg,1920,1200,1,777,156,1251,729
156,img000197.jpg,1920,1200,1,843,658,1066,868
157,img000198.jpg,1920,1200,1,597,209,1457,668
158,img000199.jpg,1920,1200,1,775,562,1184,774
159,img000202.jpg,1920,1200,1,615,210,1235,885
160,img000204.jpg,1920,1200,1,730,381,1346,743
161,img000205.jpg,1920,1200,1,796,445,1002,678
162,img000206.jpg,1920,1200,1,751,298,998,467
163,img000207.jpg,1920,1200,1,799,470,1104,645
164,img000208.jpg,1920,1200,1,547,244,1306,683
165,img000211.jpg,1920,1200,1,969,407,1113,718
166,img000213.jpg,1920,1200,1,826,162,1234,1043
167,img000214.jpg,1920,1200,1,715,371,967,574
168,img000215.jpg,1920,1200,1,891,428,1147,649
169,img000216.jpg,1920,1200,1,687,438,1014,720
170,img000217.jpg,1920,1200,1,535,26,1407,971
171,img000220.jpg,1920,1200,1,669,471,909,754
172,img000221.jpg,1920,1200,1,893,482,1025,735
173,img000222.jpg,1920,1200,1,762,432,1133,827
174,img000223.jpg,1920,1200,1,936,294,1160,670
175,img000225.jpg,1920,1200,1,607,270,1516,670
176,img000227.jpg,1920,1200,1,727,406,1244,997
177,img000231.jpg,1920,1200,1,386,147,1469,738
178,img000232.jpg,1920,1200,1,834,478,1110,686
179,img000234.jpg,1920,1200,1,892,249,1082,523
180,img000235.jpg,1920,1200,1,509,-169,1389,716
181,img000236.jpg,1920,1200,1,774,438,1057,737
182,img000237.jpg,1920,1200,1,909,269,1164,737
183,img000238.jpg,1920,1200,1,847,638,1027,809
184,img000239.jpg,1920,1200,1,682,524,990,711
185,img000241.jpg,1920,1200,1,1007,481,1075,667
186,img000243.jpg,1920,1200,1,620,517,1007,741
187,img000244.jpg,1920,1200,1,698,679,886,856
188,img000245.jpg,1920,1200,1,861,243,1172,514
189,img000246.jpg,1920,1200,1,832,515,1115,689
190,img000247.jpg,1920,1200,1,390,191,1106,1133
191,img000248.jpg,1920,1200,1,785,333,1201,794
192,img000249.jpg,1920,1200,1,923,425,1062,658
193,img000251.jpg,1920,1200,1,851,536,1031,631
194,img000253.jpg,1920,1200,1,744,586,1314,986
195,img000255.jpg,1920,1200,1,876,621,1060,695
196,img000257.jpg,1920,1200,1,941,586,1173,739
197,img000258.jpg,1920,1200,1,805,628,920,829
198,img000259.jpg,1920,1200,1,723,595,984,734
199,img000260.jpg,1920,1200,1,939,433,1295,703
200,img000261.jpg,1920,1200,1,792,288,1112,650
201,img000263.jpg,1920,1200,1,606,429,1131,827
202,img000264.jpg,1920,1200,1,467,128,1190,807
203,img000266.jpg,1920,1200,1,741,620,1056,926
204,img000267.jpg,1920,1200,1,603,707,1039,922
205,img000268.jpg,1920,1200,1,682,452,1066,745
206,img000269.jpg,1920,1200,1,870,507,1249,789
207,img000270.jpg,1920,1200,1,779,417,1068,740
208,img000271.jpg,1920,1200,1,906,499,1196,682
209,img000272.jpg,1920,1200,1,636,19,1543,1051
210,img000273.jpg,1920,1200,1,921,585,1294,940
211,img000274.jpg,1920,1200,1,489,476,1329,1092
212,img000276.jpg,1920,1200,1,771,495,929,693
213,img000277.jpg,1920,1200,1,724,172,1309,909
214,img000278.jpg,1920,1200,1,481,335,1153,1235
215,img000279.jpg,1920,1200,1,751,253,1212,680
216,img000283.jpg,1920,1200,1,984,374,1204,791
217,img000284.jpg,1920,1200,1,770,286,1071,576
218,img000285.jpg,1920,1200,1,514,711,1417,1117
219,img000287.jpg,1920,1200,1,435,266,1054,967
220,img000289.jpg,1920,1200,1,828,470,1154,711
221,img000290.jpg,1920,1200,1,1028,577,1266,702
222,img000291.jpg,1920,1200,1,892,476,966,641
223,img000292.jpg,1920,1200,1,788,-56,1278,868
224,img000293.jpg,1920,1200,1,1039,541,1212,684
225,img000294.jpg,1920,1200,1,636,322,1142,974
226,img000295.jpg,1920,1200,1,627,-126,1396,703
227,img000296.jpg,1920,1200,1,747,432,1178,742
228,img000297.jpg,1920,1200,1,746,355,1093,608
229,img000298.jpg,1920,1200,1,1068,246,1298,621
230,img000300.jpg,1920,1200,1,642,638,985,966
231,img000303.jpg,1920,1200,1,580,-36,1181,599
232,img000304.jpg,1920,1200,1,605,534,1003,1024
233,img000305.jpg,1920,1200,1,800,538,1100,683
234,img000306.jpg,1920,1200,1,845,484,1175,842
235,img000307.jpg,1920,1200,1,801,706,1118,944
236,img000308.jpg,1920,1200,1,169,-52,1398,998
237,img000309.jpg,1920,1200,1,803,492,978,783
238,img000310.jpg,1920,1200,1,821,546,1027,688
239,img000313.jpg,1920,1200,1,769,473,1127,702
240,img000314.jpg,1920,1200,1,787,360,1255,557
241,img000315.jpg,1920,1200,1,704,-51,1792,1101
242,img000316.jpg,1920,1200,1,829,410,1143,637
243,img000317.jpg,1920,1200,1,734,394,977,692
244,img000318.jpg,1920,1200,1,730,423,1092,804
245,img000319.jpg,1920,1200,1,949,449,1068,630
246,img000321.jpg,1920,1200,1,867,455,1230,1114
247,img000322.jpg,1920,1200,1,829,455,1124,614
248,img000323.jpg,1920,1200,1,882,412,1078,594
249,img000324.jpg,1920,1200,1,532,203,1356,1046
250,img000325.jpg,1920,1200,1,743,555,1025,730
251,img000326.jpg,1920,1200,1,943,553,1153,748
252,img000327.jpg,1920,1200,1,673,413,1374,1040
253,img000328.jpg,1920,1200,1,631,411,965,800
254,img000329.jpg,1920,1200,1,853,298,1154,561
255,img000330.jpg,1920,1200,1,878,481,1039,748
256,img000331.jpg,1920,1200,1,712,91,1128,690
257,img000332.jpg,1920,1200,1,840,211,1160,610
258,img000333.jpg,1920,1200,1,636,437,1048,725
259,img000334.jpg,1920,1200,1,167,210,1379,1071
260,img000335.jpg,1920,1200,1,989,373,1087,635
261,img000336.jpg,1920,1200,1,772,477,1055,750
262,img000337.jpg,1920,1200,1,730,63,1092,684
263,img000340.jpg,1920,1200,1,907,477,1112,778
264,img000345.jpg,1920,1200,1,638,355,1218,704
265,img000346.jpg,1920,1200,1,580,573,1139,1011
266,img000347.jpg,1920,1200,1,794,271,1187,737
267,img000348.jpg,1920,1200,1,761,441,1027,638
268,img000350.jpg,1920,1200,1,779,563,1472,1067
269,img000351.jpg,1920,1200,1,208,-175,1264,1292
270,img000352.jpg,1920,1200,1,720,265,881,532
271,img000353.jpg,1920,1200,1,849,509,1151,642
272,img000354.jpg,1920,1200,1,677,354,1448,993
273,img000355.jpg,1920,1200,1,708,267,1354,957
274,img000356.jpg,1920,1200,1,776,342,1048,751
275,img000357.jpg,1920,1200,1,669,406,956,658
276,img000358.jpg,1920,1200,1,875,482,1205,701
277,img000359.jpg,1920,1200,1,856,729,1150,948
278,img000361.jpg,1920,1200,1,803,536,1064,671
279,img000362.jpg,1920,1200,1,832,237,1163,591
280,img000364.jpg,1920,1200,1,720,291,1047,849
281,img000366.jpg,1920,1200,1,769,535,1038,831
282,img000368.jpg,1920,1200,1,823,567,915,683
283,img000369.jpg,1920,1200,1,828,507,1039,715
284,img000370.jpg,1920,1200,1,760,376,1419,960
285,img000371.jpg,1920,1200,1,892,408,1029,592
286,img000372.jpg,1920,1200,1,438,419,1139,1111
287,img000373.jpg,1920,1200,1,375,418,1187,1305
288,img000374.jpg,1920,1200,1,321,421,1454,847
289,img000375.jpg,1920,1200,1,720,358,1101,473
290,img000376.jpg,1920,1200,1,800,231,1223,793
291,img000378.jpg,1920,1200,1,596,290,1421,988
292,img000379.jpg,1920,1200,1,840,-200,1608,612
293,img000380.jpg,1920,1200,1,594,458,1124,781
294,img000381.jpg,1920,1200,1,762,259,1182,826
295,img000382.jpg,1920,1200,1,937,460,1162,651
296,img000384.jpg,1920,1200,1,790,420,1077,610
297,img000385.jpg,1920,1200,1,821,499,1081,700
298,img000386.jpg,1920,1200,1,959,523,1153,594
299,img000387.jpg,1920,1200,1,849,532,1000,696
300,img000388.jpg,1920,1200,1,950,419,1053,533
301,img000389.jpg,1920,1200,1,789,564,1148,859
302,img000390.jpg,1920,1200,1,756,252,989,653
303,img000391.jpg,1920,1200,1,755,384,1060,585
304,img000393.jpg,1920,1200,1,673,246,1073,611
305,img000394.jpg,1920,1200,1,718,387,961,586
306,img000395.jpg,1920,1200,1,797,512,1114,963
307,img000397.jpg,1920,1200,1,692,198,1265,733
308,img000398.jpg,1920,1200,1,721,479,1000,800
309,img000399.jpg,1920,1200,1,798,629,1231,1149
310,img000400.jpg,1920,1200,1,896,376,1068,559
311,img000403.jpg,1920,1200,1,857,402,1504,1181
312,img000404.jpg,1920,1200,1,784,689,1244,913
313,img000405.jpg,1920,1200,1,788,519,1079,730
314,img000407.jpg,1920,1200,1,852,499,952,665
315,img000408.jpg,1920,1200,1,734,651,1000,784
316,img000409.jpg,1920,1200,1,597,396,1371,1077
317,img000410.jpg,1920,1200,1,761,596,1149,891
318,img000411.jpg,1920,1200,1,968,573,1058,731
319,img000412.jpg,1920,1200,1,724,365,1211,606
320,img000414.jpg,1920,1200,1,886,496,1141,902
321,img000415.jpg,1920,1200,1,675,337,1040,643
322,img000416.jpg,1920,1200,1,962,358,1317,507
323,img000418.jpg,1920,1200,1,401,-98,1435,772
324,img000420.jpg,1920,1200,1,957,357,1301,681
325,img000421.jpg,1920,1200,1,830,314,1106,556
326,img000422.jpg,1920,1200,1,755,73,1101,663
327,img000423.jpg,1920,1200,1,481,93,1355,1021
328,img000424.jpg,1920,1200,1,770,436,1432,1162
329,img000425.jpg,1920,1200,1,842,567,1028,819
330,img000426.jpg,1920,1200,1,569,464,1245,1002
331,img000427.jpg,1920,1200,1,766,607,1119,981
332,img000428.jpg,1920,1200,1,752,551,1085,949
333,img000429.jpg,1920,1200,1,639,311,1427,756
334,img000430.jpg,1920,1200,1,957,585,1222,820
335,img000431.jpg,1920,1200,1,845,537,1119,651
336,img000432.jpg,1920,1200,1,703,194,1188,594
337,img000433.jpg,1920,1200,1,835,450,1337,890
338,img000434.jpg,1920,1200,1,630,311,1091,939
339,img000436.jpg,1920,1200,1,951,408,1120,541
340,img000438.jpg,1920,1200,1,881,622,1110,899
341,img000439.jpg,1920,1200,1,885,603,1005,737
342,img000440.jpg,1920,1200,1,659,-105,1023,889
343,img000441.jpg,1920,1200,1,1004,566,1196,819
344,img000442.jpg,1920,1200,1,623,373,1086,684
345,img000443.jpg,1920,1200,1,931,626,1043,750
346,img000444.jpg,1920,1200,1,852,395,1084,931
347,img000447.jpg,1920,1200,1,836,486,1009,720
348,img000449.jpg,1920,1200,1,463,97,1272,793
349,img000450.jpg,1920,1200,1,825,580,1060,682
350,img000451.jpg,1920,1200,1,752,380,1175,645
351,img000452.jpg,1920,1200,1,767,251,1148,560
352,img000455.jpg,1920,1200,1,615,360,1137,946
353,img000456.jpg,1920,1200,1,842,388,1044,633
354,img000458.jpg,1920,1200,1,946,480,1092,558
355,img000459.jpg,1920,1200,1,974,392,1063,522
356,img000460.jpg,1920,1200,1,945,538,1069,887
357,img000461.jpg,1920,1200,1,1051,450,1245,772
358,img000463.jpg,1920,1200,1,597,167,1470,1084
359,img000464.jpg,1920,1200,1,686,153,1301,777
360,img000466.jpg,1920,1200,1,671,488,1117,787
361,img000468.jpg,1920,1200,1,632,36,1274,687
362,img000469.jpg,1920,1200,1,663,357,1076,741
363,img000470.jpg,1920,1200,1,778,464,974,598
364,img000472.jpg,1920,1200,1,564,305,1217,657
365,img000473.jpg,1920,1200,1,810,431,1317,979
366,img000474.jpg,1920,1200,1,639,46,1472,699
367,img000476.jpg,1920,1200,1,828,531,1066,766
368,img000477.jpg,1920,1200,1,745,480,1022,668
369,img000479.jpg,1920,1200,1,762,520,1191,740
370,img000480.jpg,1920,1200,1,757,582,940,767
371,img000481.jpg,1920,1200,1,767,381,1018,713
372,img000483.jpg,1920,1200,1,857,787,1168,939
373,img000484.jpg,1920,1200,1,831,433,1238,913
374,img000485.jpg,1920,1200,1,623,193,1078,602
375,img000486.jpg,1920,1200,1,676,409,1304,990
376,img000487.jpg,1920,1200,1,532,189,1527,977
377,img000488.jpg,1920,1200,1,1006,620,1095,743
378,img000489.jpg,1920,1200,1,807,241,1507,857
379,img000490.jpg,1920,1200,1,577,287,1462,1097
380,img000491.jpg,1920,1200,1,880,479,998,705
381,img000493.jpg,1920,1200,1,921,412,1032,580
382,img000494.jpg,1920,1200,1,460,262,1093,945
383,img000495.jpg,1920,1200,1,922,568,1156,949
384,img000500.jpg,1920,1200,1,811,391,922,493
385,img000501.jpg,1920,1200,1,967,483,1164,629
386,img000502.jpg,1920,1200,1,787,493,934,668
387,img000503.jpg,1920,1200,1,819,568,1045,880
388,img000504.jpg,1920,1200,1,888,300,996,584
389,img000505.jpg,1920,1200,1,832,248,1116,538
390,img000506.jpg,1920,1200,1,867,586,1075,688
391,img000508.jpg,1920,1200,1,941,318,1261,835
392,img000509.jpg,1920,1200,1,500,175,1528,680
393,img000510.jpg,1920,1200,1,817,452,1288,1046
394,img000511.jpg,1920,1200,1,606,315,1313,730
395,img000512.jpg,1920,1200,1,903,440,1278,786
396,img000513.jpg,1920,1200,1,773,530,1174,777
397,img000514.jpg,1920,1200,1,740,459,978,678
398,img000515.jpg,1920,1200,1,821,486,1200,644
399,img000516.jpg,1920,1200,1,809,433,876,595
400,img000517.jpg,1920,1200,1,512,-70,1341,708
401,img000518.jpg,1920,1200,1,781,605,980,772
402,img000519.jpg,1920,1200,1,949,366,1099,515
403,img000522.jpg,1920,1200,1,423,251,1240,1082
404,img000525.jpg,1920,1200,1,863,727,1112,828
405,img000526.jpg,1920,1200,1,280,211,1227,1002
406,img000527.jpg,1920,1200,1,846,615,1105,892
407,img000528.jpg,1920,1200,1,809,398,984,522
408,img000529.jpg,1920,1200,1,810,431,958,751
409,img000530.jpg,1920,1200,1,635,606,1237,1032
410,img000532.jpg,1920,1200,1,657,398,1177,917
411,img000534.jpg,1920,1200,1,850,279,1530,1408
412,img000536.jpg,1920,1200,1,876,594,1030,710
413,img000537.jpg,1920,1200,1,628,610,1480,1020
414,img000538.jpg,1920,1200,1,693,491,1144,998
415,img000539.jpg,1920,1200,1,1058,562,1176,822
416,img000540.jpg,1920,1200,1,639,211,1215,853
417,img000541.jpg,1920,1200,1,766,389,1048,729
418,img000542.jpg,1920,1200,1,572,281,1014,648
419,img000543.jpg,1920,1200,1,871,579,992,818
420,img000544.jpg,1920,1200,1,551,263,1049,742
421,img000545.jpg,1920,1200,1,568,529,1441,1212
422,img000546.jpg,1920,1200,1,850,544,1039,856
423,img000547.jpg,1920,1200,1,855,383,1099,628
424,img000548.jpg,1920,1200,1,857,612,977,760
425,img000550.jpg,1920,1200,1,877,514,1162,767
426,img000551.jpg,1920,1200,1,688,376,1149,796
427,img000552.jpg,1920,1200,1,976,373,1170,709
428,img000553.jpg,1920,1200,1,997,547,1321,861
429,img000554.jpg,1920,1200,1,394,451,1264,971
430,img000555.jpg,1920,1200,1,604,77,1342,830
431,img000556.jpg,1920,1200,1,1030,397,1359,609
432,img000557.jpg,1920,1200,1,961,564,1095,689
433,img000558.jpg,1920,1200,1,673,248,1299,567
434,img000559.jpg,1920,1200,1,938,512,1166,921
435,img000560.jpg,1920,1200,1,824,445,1076,629
436,img000561.jpg,1920,1200,1,359,415,1248,1145
437,img000562.jpg,1920,1200,1,840,351,1316,745
438,img000564.jpg,1920,1200,1,863,561,1020,787
439,img000565.jpg,1920,1200,1,758,460,1106,896
440,img000566.jpg,1920,1200,1,913,227,1045,503
441,img000567.jpg,1920,1200,1,774,286,874,492
442,img000569.jpg,1920,1200,1,615,510,1325,879
443,img000570.jpg,1920,1200,1,831,408,1057,612
444,img000571.jpg,1920,1200,1,735,532,1111,773
445,img000574.jpg,1920,1200,1,657,463,899,843
446,img000575.jpg,1920,1200,1,433,297,1066,906
447,img000576.jpg,1920,1200,1,768,420,974,650
448,img000577.jpg,1920,1200,1,813,226,992,516
449,img000578.jpg,1920,1200,1,909,540,1227,736
450,img000579.jpg,1920,1200,1,957,469,1127,648
451,img000580.jpg,1920,1200,1,126,404,1356,1097
452,img000582.jpg,1920,1200,1,844,585,998,702
453,img000583.jpg,1920,1200,1,753,503,1143,638
454,img000584.jpg,1920,1200,1,825,537,998,679
455,img000585.jpg,1920,1200,1,868,390,1484,731
456,img000586.jpg,1920,1200,1,797,588,1272,870
457,img000588.jpg,1920,1200,1,689,357,866,708
458,img000589.jpg,1920,1200,1,531,588,1081,871
459,img000590.jpg,1920,1200,1,819,560,1124,889
460,img000591.jpg,1920,1200,1,959,418,1249,697
461,img000592.jpg,1920,1200,1,930,562,1172,796
462,img000593.jpg,1920,1200,1,480,159,1141,669
463,img000594.jpg,1920,1200,1,767,733,1061,920
464,img000595.jpg,1920,1200,1,398,387,1133,1052
465,img000596.jpg,1920,1200,1,572,16,1249,882
466,img000597.jpg,1920,1200,1,823,611,933,696
467,img000598.jpg,1920,1200,1,622,719,1030,934
468,img000599.jpg,1920,1200,1,843,706,937,833
469,img000600.jpg,1920,1200,1,719,384,983,564
470,img000601.jpg,1920,1200,1,909,618,1050,773
471,img000603.jpg,1920,1200,1,724,396,1592,990
472,img000604.jpg,1920,1200,1,627,382,897,904
473,img000605.jpg,1920,1200,1,845,557,1256,1100
474,img000607.jpg,1920,1200,1,745,597,1225,967
475,img000608.jpg,1920,1200,1,1053,611,1131,736
476,img000609.jpg,1920,1200,1,773,293,1012,800
477,img000611.jpg,1920,1200,1,682,309,1105,918
478,img000613.jpg,1920,1200,1,635,402,979,733
479,img000614.jpg,1920,1200,1,838,630,1061,826
480,img000615.jpg,1920,1200,1,593,229,1250,1126
481,img000617.jpg,1920,1200,1,697,395,1103,849
482,img000618.jpg,1920,1200,1,715,607,1239,956
483,img000619.jpg,1920,1200,1,511,170,1400,1087
484,img000620.jpg,1920,1200,1,734,385,1300,918
485,img000621.jpg,1920,1200,1,749,450,1153,673
486,img000622.jpg,1920,1200,1,897,593,1104,745
487,img000623.jpg,1920,1200,1,756,514,1107,938
488,img000624.jpg,1920,1200,1,630,433,931,567
489,img000625.jpg,1920,1200,1,878,262,1216,863
490,img000626.jpg,1920,1200,1,945,563,1099,729
491,img000627.jpg,1920,1200,1,724,294,1031,528
492,img000628.jpg,1920,1200,1,524,210,1220,961
493,img000629.jpg,1920,1200,1,735,256,1288,762
494,img000630.jpg,1920,1200,1,402,380,1592,980
495,img000631.jpg,1920,1200,1,845,642,1136,902
496,img000632.jpg,1920,1200,1,602,321,1286,871
497,img000634.jpg,1920,1200,1,924,460,1017,631
498,img000635.jpg,1920,1200,1,813,569,1026,816
499,img000636.jpg,1920,1200,1,772,501,1033,868
500,img000638.jpg,1920,1200,1,694,389,1005,887
501,img000639.jpg,1920,1200,1,758,582,1110,776
502,img000640.jpg,1920,1200,1,807,536,1114,878
503,img000641.jpg,1920,1200,1,803,531,1026,698
504,img000643.jpg,1920,1200,1,985,174,1410,931
505,img000644.jpg,1920,1200,1,864,517,974,625
506,img000645.jpg,1920,1200,1,860,413,1101,665
507,img000646.jpg,1920,1200,1,946,547,1265,782
508,img000647.jpg,1920,1200,1,737,187,1191,766
509,img000648.jpg,1920,1200,1,286,147,1355,867
510,img000649.jpg,1920,1200,1,762,496,1037,777
511,img000650.jpg,1920,1200,1,902,551,995,675
512,img000651.jpg,1920,1200,1,711,206,1315,828
513,img000652.jpg,1920,1200,1,648,320,1286,1025
514,img000653.jpg,1920,1200,1,648,343,1113,796
